movieId,title,cluster_no
144,"Brothers McMullen, The",1
145,Bad Boys,9
146,"Amazing Panda Adventure, The",4
147,"Basketball Diaries, The",0
148,"Awfully Big Adventure, An",0
149,Amateur,6
150,Apollo 13,0
151,Rob Roy,13
152,"Addiction, The",0
153,Batman Forever,14
154,Beauty of the Day (Belle de jour),0
155,Beyond Rangoon,0
156,Blue in the Face,16
157,Canadian Bacon,1
158,Casper,4
159,Clockers,6
160,Congo,14
161,Crimson Tide,15
162,Crumb,11
163,Desperado,7
164,Devil in a Blue Dress,6
165,Die Hard: With a Vengeance,9
166,"Doom Generation, The",16
168,First Knight,13
169,Free Willy 2: The Adventure Home,4
170,Hackers,9
171,Jeffrey,16
172,Johnny Mnemonic,2
173,Judge Dredd,7
174,Jury Duty,1
175,Kids,0
176,Living in Oblivion,1
177,Lord of Illusions,17
178,Love & Human Remains,16
179,Mad Love,13
180,Mallrats,5
181,Mighty Morphin Power Rangers: The Movie,7
183,Mute Witness,3
184,Nadja,0
185,"Net, The",9
186,Nine Months,5
187,Party Girl,1
188,"Prophecy, The",17
189,Reckless,1
190,Safe,3
191,"Scarlet Letter, The",13
193,Showgirls,0
194,Smoke,16
195,Something to Talk About,10
196,Species,8
198,Strange Days,9
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",13
201,Three Wishes,0
202,Total Eclipse,13
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1
204,Under Siege 2: Dark Territory,7
205,Unstrung Heroes,16
206,Unzipped,11
207,"Walk in the Clouds, A",13
208,Waterworld,14
209,White Man's Burden,0
210,Wild Bill,11
211,"Browning Version, The",0
212,Bushwhacked,1
213,Burnt by the Sun (Utomlyonnye solntsem),0
214,Before the Rain (Pred dozhdot),0
215,Before Sunrise,13
216,Billy Madison,1
217,"Babysitter, The",15
218,Boys on the Side,16
219,"Cure, The",0
220,Castle Freak,17
222,Circle of Friends,13
223,Clerks,1
224,Don Juan DeMarco,10
225,Disclosure,15
227,Drop Zone,2
228,Destiny Turns on the Radio,1
229,Death and the Maiden,15
230,Dolores Claiborne,15
231,Dumb & Dumber (Dumb and Dumber),1
232,Eat Drink Man Woman (Yin shi nan nu),10
233,Exotica,0
234,Exit to Eden,1
235,Ed Wood,16
236,French Kiss,5
237,Forget Paris,5
238,Far From Home: The Adventures of Yellow Dog,4
239,"Goofy Movie, A",12
240,Hideaway,3
241,Fluke,0
242,Farinelli: il castrato,0
243,Gordy,12
246,Hoop Dreams,11
247,Heavenly Creatures,6
248,Houseguest,1
249,Immortal Beloved,13
250,Heavyweights (Heavy Weights),1
251,"Hunted, The",7
252,I.Q.,5
253,Interview with the Vampire: The Vampire Chronicles,0
254,Jefferson in Paris,0
255,"Jerky Boys, The",1
256,Junior,1
257,Just Cause,3
258,"Kid in King Arthur's Court, A",12
259,Kiss of Death,6
260,Star Wars: Episode IV - A New Hope,14
261,Little Women,0
262,"Little Princess, A",0
263,Ladybird Ladybird,0
265,Like Water for Chocolate (Como agua para chocolate),13
266,Legends of the Fall,13
267,Major Payne,1
269,My Crazy Life (Mi vida loca),0
270,Love Affair,13
271,Losing Isaiah,0
272,"Madness of King George, The",16
273,Mary Shelley's Frankenstein (Frankenstein),8
274,Man of the House,1
275,Mixed Nuts,1
276,Milk Money,5
277,Miracle on 34th Street,0
278,Miami Rhapsody,1
279,My Family,0
280,Murder in the First,15
281,Nobody's Fool,10
282,Nell,0
283,New Jersey Drive,6
284,New York Cop (Nyû Yôku no koppu),9
285,Beyond Bedlam,0
287,Nina Takes a Lover,5
288,Natural Born Killers,9
289,Only You,5
290,Once Were Warriors,6
291,Poison Ivy II,15
292,Outbreak,2
293,Léon: The Professional (a.k.a. The Professional) (Léon),9
294,"Perez Family, The",5
295,"Pyromaniac's Love Story, A",5
296,Pulp Fiction,6
298,Pushing Hands (Tui shou),0
299,Priest,0
300,Quiz Show,0
301,Picture Bride (Bijo photo),13
302,"Queen Margot (Reine Margot, La)",13
303,"Quick and the Dead, The",2
304,Roommates,16
305,Ready to Wear (Pret-A-Porter),1
306,Three Colors: Red (Trois couleurs: Rouge),0
307,Three Colors: Blue (Trois couleurs: Bleu),0
308,Three Colors: White (Trzy kolory: Bialy),16
310,Rent-a-Kid,1
311,Relative Fear,3
312,Stuart Saves His Family,1
313,"Swan Princess, The",4
314,"Secret of Roan Inish, The",4
315,"Specialist, The",15
316,Stargate,14
317,"Santa Clause, The",16
318,"Shawshank Redemption, The",6
319,Shallow Grave,16
320,Suture,3
321,Strawberry and Chocolate (Fresa y chocolate),0
322,Swimming with Sharks,16
324,"Sum of Us, The",16
325,National Lampoon's Senior Trip,1
326,To Live (Huozhe),0
327,Tank Girl,7
328,Tales from the Crypt Presents: Demon Knight,3
329,Star Trek: Generations,0
330,Tales from the Hood,9
331,Tom & Viv,0
332,Village of the Damned,8
333,Tommy Boy,1
334,Vanya on 42nd Street,0
335,Underneath,3
336,"Walking Dead, The",0
337,What's Eating Gilbert Grape,0
338,Virtuosity,2
339,While You Were Sleeping,5
340,"War, The",0
341,Double Happiness,0
342,Muriel's Wedding,1
343,"Baby-Sitters Club, The",11
344,Ace Ventura: Pet Detective,1
345,"Adventures of Priscilla, Queen of the Desert, The",16
346,Backbeat,0
347,Bitter Moon,13
348,Bullets Over Broadway,1
349,Clear and Present Danger,9
350,"Client, The",15
351,"Corrina, Corrina",10
352,Crooklyn,16
353,"Crow, The",9
354,Cobb,0
355,"Flintstones, The",12
356,Forrest Gump,10
357,Four Weddings and a Funeral,5
358,Higher Learning,0
359,I Like It Like That,10
360,I Love Trouble,1
361,It Could Happen to You,10
362,"Jungle Book, The",4
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",11
364,"Lion King, The",4
365,Little Buddha,0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",15
367,"Mask, The",9
368,Maverick,1
369,Mrs. Parker and the Vicious Circle,0
370,Naked Gun 33 1/3: The Final Insult,1
371,"Paper, The",16
372,Reality Bites,10
373,Red Rock West,3
374,Richie Rich,1
376,"River Wild, The",2
377,Speed,2
378,Speechless,5
379,Timecop,2
380,True Lies,2
381,When a Man Loves a Woman,13
382,Wolf,15
383,Wyatt Earp,11
384,Bad Company,9
385,"Man of No Importance, A",0
386,S.F.W.,0
387,"Low Down Dirty Shame, A",1
388,Boys Life,0
389,"Colonel Chabert, Le",13
390,Faster Pussycat! Kill! Kill!,9
391,Jason's Lyric,6
393,Street Fighter,14
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),7
406,Federal Hill,0
407,In the Mouth of Madness,3
408,8 Seconds,0
409,Above the Rim,6
410,Addams Family Values,12
412,"Age of Innocence, The",0
413,Airheads,1
414,"Air Up There, The",1
415,Another Stakeout,1
416,Bad Girls,11
417,Barcelona,5
418,Being Human,0
419,"Beverly Hillbillies, The",1
420,Beverly Hills Cop III,9
421,Black Beauty,4
422,Blink,3
423,Blown Away,2
424,Blue Chips,0
425,Blue Sky,13
426,Body Snatchers,8
427,Boxing Helena,15
428,"Bronx Tale, A",0
429,Cabin Boy,1
430,Calendar Girl,16
431,Carlito's Way,6
432,City Slickers II: The Legend of Curly's Gold,1
433,Clean Slate,1
434,Cliffhanger,2
435,Coneheads,1
436,Color of Night,15
437,Cops and Robbersons,1
438,"Cowboy Way, The",16
440,Dave,5
441,Dazed and Confused,1
442,Demolition Man,14
444,Even Cowgirls Get the Blues,5
445,Fatal Instinct,1
446,Farewell My Concubine (Ba wang bie ji),13
448,Fearless,0
449,Fear of a Black Hat,1
450,With Honors,16
451,Flesh and Bone,13
452,Widows' Peak,0
453,For Love or Money,5
454,"Firm, The",15
455,Free Willy,4
456,Fresh,6
457,"Fugitive, The",3
458,Geronimo: An American Legend,0
459,"Getaway, The",9
460,Getting Even with Dad,1
461,Go Fish,13
464,Hard Target,9
466,Hot Shots! Part Deux,1
467,Live Nude Girls,1
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",5
469,"House of the Spirits, The",13
470,House Party 3,1
471,"Hudsucker Proxy, The",1
472,I'll Do Anything,16
473,In the Army Now,1
474,In the Line of Fire,2
475,In the Name of the Father,0
476,"Inkwell, The",16
477,What's Love Got to Do with It?,0
478,Jimmy Hollywood,16
479,Judgment Night,9
480,Jurassic Park,2
481,Kalifornia,15
482,Killing Zoe,6
484,Lassie,4
485,Last Action Hero,14
486,Life with Mikey,1
487,Lightning Jack,1
488,M. Butterfly,13
489,Made in America,1
490,Malice,3
491,"Man Without a Face, The",0
492,Manhattan Murder Mystery,1
493,Menace II Society,9
494,Executive Decision,2
495,In the Realm of the Senses (Ai no corrida),0
496,What Happened Was...,10
497,Much Ado About Nothing,5
499,Mr. Wonderful,5
500,Mrs. Doubtfire,16
501,Naked,0
502,"Next Karate Kid, The",7
504,No Escape,7
505,North,1
506,Orlando,13
507,"Perfect World, A",6
508,Philadelphia,0
509,"Piano, The",13
510,Poetic Justice,0
511,"Program, The",0
512,"Puppet Masters, The",8
513,Radioland Murders,5
514,"Ref, The",1
515,"Remains of the Day, The",13
516,Renaissance Man,16
517,Rising Sun,0
518,"Road to Wellville, The",1
519,RoboCop 3,9
520,Robin Hood: Men in Tights,1
521,Romeo Is Bleeding,6
522,Romper Stomper,0
523,Ruby in Paradise,0
524,Rudy,0
526,"Savage Nights (Nuits fauves, Les)",0
527,Schindler's List,0
528,"Scout, The",16
529,Searching for Bobby Fischer,0
531,"Secret Garden, The",0
532,Serial Mom,1
533,"Shadow, The",14
534,Shadowlands,13
535,Short Cuts,0
536,"Simple Twist of Fate, A",0
537,Sirens,0
538,Six Degrees of Separation,0
539,Sleepless in Seattle,10
540,Sliver,3
541,Blade Runner,2
542,Son in Law,10
543,So I Married an Axe Murderer,5
544,Striking Distance,9
546,Super Mario Bros.,14
547,Surviving the Game,2
548,Terminal Velocity,2
549,Thirty-Two Short Films About Glenn Gould,0
550,Threesome,5
551,"Nightmare Before Christmas, The",4
552,"Three Musketeers, The",5
553,Tombstone,0
555,True Romance,6
556,"War Room, The",11
558,"Pagemaster, The",4
562,Welcome to the Dollhouse,16
563,Germinal,13
564,Chasers,1
567,Kika,16
568,Bhaji on the Beach,16
569,Little Big League,16
573,"Ciao, Professore! (Io speriamo che me la cavo)",0
574,Spanking the Monkey,16
575,"Little Rascals, The",1
577,Andre,4
579,"Escort, The (Scorta, La)",6
580,Princess Caraboo,0
581,"Celluloid Closet, The",11
583,Dear Diary (Caro Diario),16
585,"Brady Bunch Movie, The",1
586,Home Alone,1
587,Ghost,10
588,Aladdin,12
589,Terminator 2: Judgment Day,7
590,Dances with Wolves,0
592,Batman,9
593,"Silence of the Lambs, The",3
594,Snow White and the Seven Dwarfs,4
595,Beauty and the Beast,4
596,Pinocchio,4
597,Pretty Woman,5
599,"Wild Bunch, The",11
600,Love and a .45,9
602,"Great Day in Harlem, A",11
605,One Fine Day,13
606,Candyman: Farewell to the Flesh,17
608,Fargo,6
609,Homeward Bound II: Lost in San Francisco,4
610,Heavy Metal,14
611,Hellraiser: Bloodline,7
612,"Pallbearer, The",1
613,Jane Eyre,13
615,Bread and Chocolate (Pane e cioccolata),16
616,"Aristocats, The",4
617,"Flower of My Secret, The (La flor de mi secreto)",16
618,Two Much,5
619,Ed,1
626,"Thin Line Between Love and Hate, A",1
627,"Last Supper, The",15
628,Primal Fear,6
631,All Dogs Go to Heaven 2,4
632,Land and Freedom (Tierra y libertad),0
633,Denise Calls Up,1
634,Theodore Rex,1
635,"Family Thing, A",16
636,Frisk,0
637,Sgt. Bilko,1
638,Jack and Sarah,13
639,Girl 6,16
640,Diabolique,15
645,Nelly & Monsieur Arnaud,0
647,Courage Under Fire,9
648,Mission: Impossible,2
649,Cold Fever (Á köldum klaka),16
650,Moll Flanders,0
653,Dragonheart,14
656,Eddie,1
661,James and the Giant Peach,4
662,Fear,3
663,Kids in the Hall: Brain Candy,1
665,Underground,16
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),7
668,Song of the Little Road (Pather Panchali),0
670,"World of Apu, The (Apur Sansar)",0
671,Mystery Science Theater 3000: The Movie,1
673,Space Jam,12
674,Barbarella,1
678,Some Folks Call It a Sling Blade,15
679,"Run of the Country, The",0
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",15
685,It's My Party,0
688,Operation Dumbo Drop,14
691,Mrs. Winterbourne,5
692,Solo,2
694,"Substitute, The",9
695,True Crime,3
697,Feeling Minnesota,13
698,Delta of Venus,0
700,Angus,1
703,Boys,0
704,"Quest, The",14
706,Sunset Park,0
707,Mulholland Falls,6
708,"Truth About Cats & Dogs, The",5
709,Oliver & Company,12
710,Celtic Pride,1
711,Flipper,4
714,Dead Man,0
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",13
718,"Visitors, The (Visiteurs, Les)",1
719,Multiplicity,1
720,Wallace & Gromit: The Best of Aardman Animation,12
722,"Haunted World of Edward D. Wood Jr., The",11
724,"Craft, The",15
725,"Great White Hype, The",1
726,Last Dance,0
728,Cold Comfort Farm,1
731,Heaven's Prisoners,6
733,"Rock, The",2
735,Cemetery Man (Dellamorte Dellamore),17
736,Twister,2
737,Barb Wire,7
741,Ghost in the Shell (Kôkaku kidôtai),8
742,Thinner,3
743,Spy Hard,1
745,Wallace & Gromit: A Close Shave,12
747,"Stupids, The",1
748,"Arrival, The",2
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1
757,Ashes of Time (Dung che sai duk),0
759,Maya Lin: A Strong Clear Vision,11
760,Stalingrad,0
761,"Phantom, The",14
762,Striptease,1
764,Heavy,13
765,Jack,16
766,I Shot Andy Warhol,0
773,Touki Bouki,0
775,Spirits of the Dead,17
778,Trainspotting,16
779,'Til There Was You,13
780,Independence Day (a.k.a. ID4),2
781,Stealing Beauty,0
782,"Fan, The",15
783,"Hunchback of Notre Dame, The",13
784,"Cable Guy, The",1
785,Kingpin,1
786,Eraser,15
788,"Nutty Professor, The",5
790,"Unforgettable Summer, An (Un été inoubliable)",0
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",11
795,Somebody to Love,0
798,Daylight,2
799,"Frighteners, The",3
800,Lone Star,0
801,Harriet the Spy,1
802,Phenomenon,13
803,Walking and Talking,10
804,She's the One,5
805,"Time to Kill, A",15
806,American Buffalo,6
808,Alaska,4
809,Fled,14
810,Kazaam,12
813,Larger Than Life,1
818,"Very Brady Sequel, A",1
823,"Collector, The (La collectionneuse)",0
824,Kaspar Hauser,0
828,"Adventures of Pinocchio, The",4
829,Joe's Apartment,1
830,"First Wives Club, The",1
832,Ransom,6
833,High School High,1
835,Foxfire,0
836,Chain Reaction,2
837,Matilda,12
838,Emma,10
839,"Crow: City of Angels, The",2
840,House Arrest,1
841,"Eyes Without a Face (Yeux sans visage, Les)",17
842,Tales from the Crypt Presents: Bordello of Blood,1
848,"Spitfire Grill, The",0
849,Escape from L.A.,2
851,Basquiat,0
852,Tin Cup,10
858,"Godfather, The",6
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),9
866,Bound,6
867,Carpool,1
869,Kansas City,6
870,Gone Fishin',1
875,Nothing to Lose,9
876,Supercop 2 (Project S) (Chao ji ji hua),9
879,"Relic, The",3
880,"Island of Dr. Moreau, The",8
881,First Kid,1
882,"Trigger Effect, The",15
885,Bogus,4
886,Bulletproof,9
888,Land Before Time III: The Time of the Great Giving,4
889,1-900 (06),13
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),3
892,Twelfth Night,10
893,Mother Night,0
896,Wild Reeds (Les roseaux sauvages),0
897,For Whom the Bell Tolls,13
898,"Philadelphia Story, The",10
899,Singin' in the Rain,5
900,"American in Paris, An",13
901,Funny Face,1
902,Breakfast at Tiffany's,13
903,Vertigo,15
904,Rear Window,3
905,It Happened One Night,5
906,Gaslight,15
907,"Gay Divorcee, The",5
908,North by Northwest,2
909,"Apartment, The",10
910,Some Like It Hot,1
911,Charade,5
912,Casablanca,13
913,"Maltese Falcon, The",11
914,My Fair Lady,10
915,Sabrina,5
916,Roman Holiday,10
917,"Little Princess, The",0
918,Meet Me in St. Louis,11
919,"Wizard of Oz, The",4
920,Gone with the Wind,13
921,My Favorite Year,1
922,Sunset Blvd. (a.k.a. Sunset Boulevard),13
923,Citizen Kane,0
924,2001: A Space Odyssey,0
926,All About Eve,0
927,"Women, The",1
928,Rebecca,15
929,Foreign Correspondent,15
930,Notorious,3
931,Spellbound,3
932,"Affair to Remember, An",13
933,To Catch a Thief,6
934,Father of the Bride,1
935,"Band Wagon, The",1
936,Ninotchka,5
937,Love in the Afternoon,5
938,Gigi,11
940,"Adventures of Robin Hood, The",14
941,"Mark of Zorro, The",11
942,Laura,6
943,"Ghost and Mrs. Muir, The",13
944,Lost Horizon,0
945,Top Hat,5
946,To Be or Not to Be,16
947,My Man Godfrey,5
948,Giant,13
949,East of Eden,0
950,"Thin Man, The",1
951,His Girl Friday,5
952,Around the World in 80 Days,1
953,It's a Wonderful Life,13
954,Mr. Smith Goes to Washington,0
955,Bringing Up Baby,5
956,Penny Serenade,13
959,Of Human Bondage,0
961,Little Lord Fauntleroy,0
963,"Inspector General, The",11
965,"39 Steps, The",15
968,Night of the Living Dead,8
969,"African Queen, The",5
970,Beat the Devil,10
971,Cat on a Hot Tin Roof,0
973,Meet John Doe,16
976,"Farewell to Arms, A",13
979,Nothing Personal,0
981,Dangerous Ground,0
982,Picnic,0
984,"Pompatus of Love, The",16
986,Fly Away Home,4
987,Bliss,13
988,Grace of My Heart,16
990,Maximum Risk,2
991,Michael Collins,0
993,Infinity,0
994,Big Night,16
996,Last Man Standing,9
998,Set It Off,9
999,2 Days in the Valley,6
1003,Extreme Measures,15
1004,"Glimmer Man, The",2
1005,D3: The Mighty Ducks,1
1006,"Chamber, The",0
1007,"Apple Dumpling Gang, The",1
1008,"Davy Crockett, King of the Wild Frontier",11
1009,Escape to Witch Mountain,4
1010,"Love Bug, The",1
1011,Herbie Rides Again,5
1012,Old Yeller,0
1013,"Parent Trap, The",5
1014,Pollyanna,16
1015,Homeward Bound: The Incredible Journey,4
1016,"Shaggy Dog, The",1
1017,Swiss Family Robinson,4
1018,That Darn Cat!,1
1019,"20,000 Leagues Under the Sea",0
1020,Cool Runnings,1
1021,Angels in the Outfield,1
1022,Cinderella,4
1023,Winnie the Pooh and the Blustery Day,4
1024,"Three Caballeros, The",4
1025,"Sword in the Stone, The",4
1027,Robin Hood: Prince of Thieves,0
1028,Mary Poppins,12
1029,Dumbo,4
1030,Pete's Dragon,4
1031,Bedknobs and Broomsticks,4
1032,Alice in Wonderland,4
1033,"Fox and the Hound, The",4
1034,Freeway,6
1035,"Sound of Music, The",13
1036,Die Hard,9
1037,"Lawnmower Man, The",2
1040,"Secret Agent, The",0
1041,Secrets & Lies,0
1042,That Thing You Do!,16
1043,To Gillian on Her 37th Birthday,13
1046,Beautiful Thing,13
1047,"Long Kiss Goodnight, The",15
1049,"Ghost and the Darkness, The",14
1050,Looking for Richard,0
1051,Trees Lounge,0
1053,Normal Life,13
1054,Get on the Bus,0
1055,Shadow Conspiracy,3
1056,Jude,0
1057,Everyone Says I Love You,5
1059,William Shakespeare's Romeo + Juliet,13
1060,Swingers,16
1061,Sleepers,3
1064,Aladdin and the King of Thieves,12
1066,Shall We Dance,5
1068,Crossfire,6
1073,Willy Wonka & the Chocolate Factory,12
1076,"Innocents, The",15
1077,Sleeper,1
1078,Bananas,1
1079,"Fish Called Wanda, A",1
1080,Monty Python's Life of Brian,1
1081,Victor/Victoria,5
1082,"Candidate, The",0
1083,"Great Race, The",1
1084,Bonnie and Clyde,6
1085,"Old Man and the Sea, The",0
1086,Dial M for Murder,6
1088,Dirty Dancing,13
1089,Reservoir Dogs,6
1090,Platoon,0
1091,Weekend at Bernie's,1
1092,Basic Instinct,6
1093,"Doors, The",0
1094,"Crying Game, The",13
1095,Glengarry Glen Ross,0
1096,Sophie's Choice,0
1097,E.T. the Extra-Terrestrial,0
1099,"Christmas Carol, A",4
1100,Days of Thunder,13
1101,Top Gun,7
1103,Rebel Without a Cause,0
1104,"Streetcar Named Desire, A",0
1105,Children of the Corn IV: The Gathering,17
1107,Loser,1
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),11
1112,Palookaville,16
1114,"Funeral, The",6
1116,"Single Girl, A (Fille seule, La)",0
1117,"Eighth Day, The (Huitième jour, Le)",0
1119,Drunks,0
1120,"People vs. Larry Flynt, The",16
1121,Glory Daze,0
1123,"Perfect Candidate, A",11
1124,On Golden Pond,0
1125,"Return of the Pink Panther, The",1
1126,Drop Dead Fred,1
1127,"Abyss, The",2
1128,"Fog, The",17
1129,Escape from New York,2
1130,"Howling, The",17
1131,Jean de Florette,0
1132,Manon of the Spring (Manon des sources),0
1135,Private Benjamin,1
1136,Monty Python and the Holy Grail,12
1137,Hustler White,13
1140,Entertaining Angels: The Dorothy Day Story,0
1144,"Line King: The Al Hirschfeld Story, The",11
1147,When We Were Kings,11
1148,Wallace & Gromit: The Wrong Trousers,12
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",0
1151,Lesson Faust,16
1156,"Children Are Watching Us, The (Bambini ci guardano, I)",0
1161,"Tin Drum, The (Blechtrommel, Die)",0
1162,"Ruling Class, The",16
1163,Mina Tannenbaum,0
1167,Dear God,1
1170,Best of the Best 3: No Turning Back,7
1171,Bob Roberts,1
1172,Cinema Paradiso (Nuovo cinema Paradiso),0
1173,"Cook the Thief His Wife & Her Lover, The",16
1175,Delicatessen,10
1176,"Double Life of Veronique, The (Double Vie de Véronique, La)",13
1177,Enchanted April,13
1178,Paths of Glory,0
1179,"Grifters, The",6
1180,Hear My Song,1
1183,"English Patient, The",13
1184,Mediterraneo,16
1185,My Left Foot,0
1186,"Sex, Lies, and Videotape",0
1187,Passion Fish,0
1188,Strictly Ballroom,5
1189,"Thin Blue Line, The",11
1190,Tie Me Up! Tie Me Down! (¡Átame!),13
1191,Madonna: Truth or Dare,11
1192,Paris Is Burning,11
1193,One Flew Over the Cuckoo's Nest,0
1194,Cheech and Chong's Up in Smoke,1
1196,Star Wars: Episode V - The Empire Strikes Back,14
1197,"Princess Bride, The",14
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),14
1199,Brazil,8
1200,Aliens,14
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",14
1202,Withnail & I,1
1203,12 Angry Men,0
1204,Lawrence of Arabia,0
1206,"Clockwork Orange, A",6
1207,To Kill a Mockingbird,0
1208,Apocalypse Now,0
1209,Once Upon a Time in the West (C'era una volta il West),0
1210,Star Wars: Episode VI - Return of the Jedi,14
1211,"Wings of Desire (Himmel über Berlin, Der)",13
1212,"Third Man, The",3
1213,Goodfellas,6
1214,Alien,8
1215,Army of Darkness,14
1216,"Big Blue, The (Grand bleu, Le)",13
1217,Ran,0
1218,"Killer, The (Die xue shuang xiong)",9
1219,Psycho,17
1220,"Blues Brothers, The",1
1221,"Godfather: Part II, The",6
1222,Full Metal Jacket,0
1223,"Grand Day Out with Wallace and Gromit, A",12
1224,Henry V,13
1225,Amadeus,0
1226,"Quiet Man, The",13
1227,Once Upon a Time in America,6
1228,Raging Bull,0
1230,Annie Hall,5
1231,"Right Stuff, The",0
1232,Stalker,0
1233,"Boot, Das (Boat, The)",0
1234,"Sting, The",1
1235,Harold and Maude,10
1236,Trust,10
1237,"Seventh Seal, The (Sjunde inseglet, Det)",0
1238,Local Hero,1
1240,"Terminator, The",2
1241,Dead Alive (Braindead),17
1242,Glory,0
1243,Rosencrantz and Guildenstern Are Dead,16
1244,Manhattan,10
1245,Miller's Crossing,6
1246,Dead Poets Society,0
1247,"Graduate, The",10
1248,Touch of Evil,6
1249,"Femme Nikita, La (Nikita)",9
1250,"Bridge on the River Kwai, The",0
1251,8 1/2 (8½),0
1252,Chinatown,6
1253,"Day the Earth Stood Still, The",15
1254,"Treasure of the Sierra Madre, The",14
1255,Bad Taste,8
1256,Duck Soup,1
1257,Better Off Dead...,5
1258,"Shining, The",17
1259,Stand by Me,0
1260,M,6
1261,Evil Dead II (Dead by Dawn),17
1262,"Great Escape, The",14
1263,"Deer Hunter, The",0
1264,Diva,15
1265,Groundhog Day,5
1266,Unforgiven,0
1267,"Manchurian Candidate, The",6
1268,Pump Up the Volume,16
1269,Arsenic and Old Lace,3
1270,Back to the Future,1
1271,Fried Green Tomatoes,16
1272,Patton,0
1273,Down by Law,16
1274,Akira,14
